timestamp_utc,mem_total_kib,mem_available_kib,swap_total_kib,swap_used_kib,pswpin,pswpout,pgmajfault,gemma_rss_kib,gemma_pss_kib,gemma_swap_kib,ornith_rss_kib,ornith_pss_kib,ornith_swap_kib
2026-09-26T16:50:40.161832+00:00,64060288,43381064,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:41.162679+00:00,64060288,43402416,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:42.163529+00:00,64060288,43403916,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:43.164403+00:00,64060288,43399828,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:44.165264+00:00,64060288,43405276,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:45.166136+00:00,64060288,43388860,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:46.166999+00:00,64060288,43390356,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:47.167884+00:00,64060288,43362300,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:48.168771+00:00,64060288,43360792,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:49.169534+00:00,64060288,43380972,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:50.170407+00:00,64060288,43379516,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:51.171256+00:00,64060288,43404896,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:52.172113+00:00,64060288,43418904,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:53.172942+00:00,64060288,43422512,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:54.173739+00:00,64060288,43409828,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:55.174571+00:00,64060288,43431664,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:56.175428+00:00,64060288,43428884,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:57.176262+00:00,64060288,43425864,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:58.177041+00:00,64060288,43404772,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
2026-09-26T16:50:59.177935+00:00,64060288,43393684,4194300,63784,113647,1789628,121563,0,0,0,0,0,0
